"ISO3","ISO2","year","co2","population","gdp","gdp_per_capita","co2_per_capita","region"
"MOZ","MZ",2001,1554000,18220716,5879.903,322.704277921899,0.0852875375479207,"Africa"
"MMR","MM",2001,8855700,46014826,15750.297,342.287440139402,0.192453188891772,"Asia and Oceania"
"NAM",NA,2001,2011500,1856402,5674.033,3056.4678340144,1.08354763677264,"Africa"
"NRU","NR",2001,80608,10363,38.345,3700.18334459133,7.77844253594519,"Asia and Oceania"
"NPL","NP",2001,3236100,24956071,11989.829,480.437365320847,0.129671854195318,"Asia and Oceania"
"NCL","NC",2001,1876600,225987,5602.647,24791.899534044,8.3040174877316,"Asia and Oceania"
"NZL","NZ",2001,34378500,3889579,121379.441,31206.3184730275,8.83861723852376,"Asia and Oceania"
"NIC","NI",2001,3921700,5192764,7541.824,1452.37180045155,0.755224000166385,"America"
"NER","NE",2001,646040,12031430,4887.347,406.214971952627,0.0536960278204669,"Africa"
"NGA","NG",2001,100192200,126152678,190908.66,1513.31436658047,0.794213817640875,"Africa"
"MKD","MK",2001,8288000,2053384,6449.206,3140.769578413,4.03626404023797,"Europe"
"NOR","NO",2001,43498000,4514017,310995.308,68895.4667206614,9.63620650963432,"Europe"
"OMN","OM",2001,22404500,2374653,47465.764,19988.5052679276,9.43485216576906,"Asia and Oceania"
"PAK","PK",2001,105400700,159217727,148257.782,931.16378931851,0.661990985463572,"Asia and Oceania"
"PLW","PW",2001,216180,19828,242.491,12229.7256405084,10.9027637684083,"Asia and Oceania"
"PAN","PA",2001,6953100,3061024,21197.869,6925.09075394378,2.27149476776399,"America"
"PNG","PG",2001,3336000,5698489,11351.778,1992.0680727821,0.585418345108677,"Asia and Oceania"
"PRY","PY",2001,3695500,5211541,17913.531,3437.28102685943,0.709099285604776,"America"
"PER","PE",2001,25415800,27014909,87949.468,3255.59001512831,0.940806426555055,"America"
"PHL","PH",2001,70326000,79626086,147150.197,1848.01494575534,0.883203024697208,"Asia and Oceania"
"POL","PL",2001,313500600,38662862,284512.27,7358.80002882353,8.1085719934546,"Europe"
"PRT","PT",2001,65152500,10371819,197078.721,19001.3652378623,6.28168501590705,"Europe"
"QAT","QA",2001,45817300,678831,35974.171,52994.2960766376,67.4944131897335,"Asia and Oceania"
"ROU","RO",2001,98987900,21797590,107851.211,4947.85024399486,4.5412313930118,"Europe"
"RUS","RU",2001,1515647100,146235530,822744.116,5626.15744614185,10.364424432284,"Europe"
"RWA","RW",2001,522380,8223941,2964.487,360.470363296624,0.0635194245678562,"Africa"
"KNA","KN",2001,175870,45986,687.551,14951.311268647,3.82442482494672,"America"
"LCA","LC",2001,359070,160594,1389.065,8649.54481487478,2.23588677036502,"America"
"VCT","VC",2001,179540,113641,585.502,5152.20738993849,1.57988754058834,"America"
"WSM","WS",2001,153890,185530,593.47,3198.78186816148,0.829461542607665,"Asia and Oceania"
"STP","ST",2001,51296,146258,157.63,1077.75301180106,0.350722695510673,"Africa"
"SAU","SA",2001,302702800,22085929,362266.789,16402.6058854033,13.7056856426551,"Asia and Oceania"
"SEN","SN",2001,4258100,9938027,10892.801,1096.07279191332,0.42846532817832,"Africa"
"SYC","SC",2001,344420,81262,832.092,10239.6199945854,4.23838940710295,"Africa"
"SLE","SL",2001,370060,4857096,1740.172,358.27416217427,0.0761895585345647,"Africa"
"SGP","SG",2001,49200200,4121337,139028.385,33733.8065292889,11.9379220869344,"Asia and Oceania"
"SVK","SK",2001,43224200,5376456,49581.396,9221.94769193684,8.0395338490634,"Europe"
"SVN","SI",2001,16302800,1982487,33327.038,16810.7220879633,8.22340827455615,"Europe"
"SLB","SB",2001,234500,440395,668.333,1517.57626676052,0.532476526754391,"Asia and Oceania"
"SOM","SO",2001,498300,9070747,2276.857,251.010969658838,0.0549348361276089,"Africa"
"ZAF","ZA",2001,371624000,47229714,227530.777,4817.53450804297,7.86843638307867,"Africa"
"ESP","ES",2001,311808500,40966450,1008900.303,24627.4769475998,7.61131364811938,"Europe"
"LKA","LK",2001,10326400,18920275,35962.877,1900.7586834758,0.545784878919572,"Asia and Oceania"
"SUR","SR",2001,2362800,487394,2873.729,5896.11074407974,4.84782332158377,"America"
"SWZ","SZ",2001,1095500,1041396,2508.709,2408.98659107583,1.05195333955575,"Africa"
"SWE","SE",2001,55837600,8896748,370083.569,41597.6229741474,6.27618091464432,"Europe"
"SYR","SY",2001,50951000,16727948,26421.908,1579.50682295282,3.04586073557857,"Asia and Oceania"
"TWN","TW",2001,229777000,22333125,302513.121,13545.4899840484,10.2886183639773,"Asia and Oceania"
"TJK","TJ",2001,2287600,6408810,3115.699,486.158740858287,0.356946141327329,"Asia and Oceania"
"THA","TH",2001,172266800,63649892,229082.058,3599.09578479725,2.7064743487703,"Asia and Oceania"
"TGO","TG",2001,1158900,5145426,2491.919,484.297898755127,0.2252291646989,"Africa"
"TON","TO",2001,87936,103210,370.848,3593.14019959306,0.852010464102316,"Asia and Oceania"
"TTO","TT",2001,26756400,1338567,14518.937,10846.6270272612,19.9888388104592,"America"
"TUN","TN",2001,20429600,9995123,27136.135,2714.93757505535,2.04395683774977,"Africa"
"TKM","TM",2001,34034200,4635094,13178.037,2843.10026937965,7.34272055755504,"Asia and Oceania"
"TCA","TC",2001,113580,19578,489.929,25024.4662376136,5.80140974563285,"America"
"TUV","TV",2001,10992,9621,27.374,2845.23438312026,1.14250077954475,"Asia and Oceania"
"UGA","UG",2001,1417100,24763325,10904.316,440.341351575364,0.0572257562342698,"Africa"
"UKR","UA",2001,303891300,48414534,75885.632,1567.41428100909,6.27686099384949,"Europe"
"ARE","AE",2001,101418000,3454198,196109.917,56774.370490632,29.3607951831366,"Asia and Oceania"
"GBR","GB",2001,577970600,59314458,2351110.55,39638.0685127393,9.74417738083352,"Europe"
"USA","US",2001,5907739900,289302624,13851447.96,47878.7498311802,20.4206232847719,"America"
"URY","UY",2001,5030400,3300939,32187.664,9751.06295511671,1.52393000900653,"America"
"UZB","UZ",2001,126221200,25248445,30420.133,1204.83194113538,4.99916727545003,"Asia and Oceania"
"VUT","VU",2001,91600,197034,501.021,2542.8149456439,0.464894383710426,"Asia and Oceania"
"VEN","VE",2001,130533900,24880203,259818.866,10442.7952617589,5.24649658204155,"America"
"VNM","VN",2001,60983800,79817777,77345.727,969.028829254415,0.764037815786325,"Asia and Oceania"
"YEM","YE",2001,17077300,19143457,34026.979,1777.47305515404,0.892069807454317,"Asia and Oceania"
"ZMB","ZM",2001,1885600,10191964,8332.274,817.533696155128,0.185008502777286,"Africa"
"ZWE","ZW",2001,12508700,11910978,10335.303,867.712374248361,1.05018244513591,"Africa"
"AFG","AF",2002,1341000,21000256,8302.002,395.328609327429,0.0638563644176528,"Asia and Oceania"
"ALB","AL",2002,3748300,3123551,6857.174,2195.31360301144,1.20001242175972,"Europe"
"DZA","DZ",2002,90692400,31624696,105045.716,3321.63559769871,2.86777144039582,"Africa"
"AND","AD",2002,531280,70849,2531.831,35735.592598343,7.49876497903993,"Europe"
"AGO","AO",2002,16080000,17516139,47380.021,2704.93520290059,0.918010527319976,"Africa"
"AIA","AI",2002,84272,11560,219.76,19010.3806228374,7.28996539792388,"America"
"ATG","AG",2002,406700,77195,1015.078,13149.5304100006,5.26847593756072,"America"
"ARG","AR",2002,124454600,37885028,365417.854,9645.44236314145,3.28506026180052,"America"
"ARM","AM",2002,3076800,3105037,4913.627,1582.46970970072,0.990906066497758,"Asia and Oceania"
"ABW","AW",2002,2436600,91781,2883.044,31412.209498698,26.5479783397435,"America"
"AUS","AU",2002,362536500,19475844,856094.258,43956.7218755706,18.6146746708384,"Asia and Oceania"
"AUT","AT",2002,71974900,8078992,320211.546,39635.0864068191,8.90889606030059,"Europe"
"AZE","AZ",2002,28570300,8372127,14275.329,1705.10182179511,3.41254976184666,"Asia and Oceania"
"BHS","BS",2002,2037200,334002,11101.121,33236.6901994599,6.09936467446303,"America"
"BHR","BH",2002,15868000,748324,16362.861,21866.0112464654,21.2047188116377,"Asia and Oceania"
"BGD","BD",2002,31981200,134139826,89981.423,670.803188607088,0.238416888955857,"Asia and Oceania"
"BRB","BB",2002,1657600,266455,4354.557,16342.5606575219,6.22093786943386,"America"
"BLR","BY",2002,53844100,10135388,28705.397,2832.19517595182,5.3124853236995,"Europe"
"BEL","BE",2002,126863000,10355568,375892.343,36298.5731927017,12.2507041622439,"Europe"
"BLZ","BZ",2002,432350,255987,1505.102,5879.6032611031,1.68895295464223,"America"
"BEN","BJ",2002,2110100,7431783,6850.022,921.719861842037,0.283929172851253,"Africa"
"BMU","BM",2002,556930,62139,6171.519,99317.9645633177,8.96264825632855,"America"
"BTN","BT",2002,416510,619048,812.061,1311.79003889844,0.672823432108657,"Asia and Oceania"
"BOL","BO",2002,10403400,8900583,18064.783,2029.6179474985,1.16884478241481,"America"
"BIH","BA",2002,14172600,4198410,11484.901,2735.53583380375,3.37570651746733,"Europe"
"BWA","BW",2002,3975400,1795130,9188.688,5118.67552767766,2.21454713586203,"Africa"
"BRA","BR",2002,347765000,180476685,1239638.417,6868.6900859244,1.92692479917835,"America"
"VGB","VG",2002,142900,21288,1162.299,54598.7880496054,6.71270199173243,"America"
"BRN","BN",2002,4669900,347463,12111.583,34857.1876717809,13.4399921718284,"Asia and Oceania"
"BGR","BG",2002,46099400,7974810,33389.481,4186.86852727526,5.78062674847426,"Europe"
"BFA","BF",2002,1001300,12632269,5678.376,449.513543449716,0.0792652531386088,"Africa"
"BDI","BI",2002,212510,6648938,1833.584,275.770957707832,0.0319614952041965,"Africa"
"KHM","KH",2002,2205700,12561779,6812.232,542.298348028571,0.175588186991667,"Asia and Oceania"
"CMR","CM",2002,5350600,15914033,18698.702,1174.98197974077,0.336218983585116,"Africa"
"CAN","CA",2002,564373800,31322398,1219991.997,38949.5081762258,18.0182181453668,"America"
"CPV","CV",2002,381060,473231,1024.384,2164.65954259125,0.80523042657814,"Africa"
"CAF","CF",2002,241820,3930648,1981.209,504.041318378038,0.0615216625859146,"Africa"
"TCD","TD",2002,527550,8838369,3840.297,434.502904325447,0.0596886144943711,"Africa"
"CHL","CL",2002,54835600,15693790,142041.863,9050.83239931208,3.4940954352008,"America"
"CHN","CN",2002,4103042700,1280926120,3275123.375,2556.84018294513,3.20318450528591,"Asia and Oceania"
"COL","CO",2002,55901200,40454050,163834.113,4049.88160641518,1.38184433944191,"America"
"COM","KM",2002,106260,559047,695.055,1243.28544827179,0.190073464306221,"Africa"
"COG","CG",2002,2720300,3331158,7218.928,2167.0926446599,0.816622928122893,"Africa"
"COK","CK",2002,40304,15028,251.827,16757.1865850413,2.68192706947032,"Asia and Oceania"
"CRI","CR",2002,6245400,4122623,32563.087,7898.6332245272,1.51490931865465,"America"
"HRV","HR",2002,21887300,4482868,42855.981,9559.94711421349,4.8824324071108,"Europe"
"CUB","CU",2002,25523600,11170051,47850.472,4283.81857880506,2.28500299595767,"America"
"CYP","CY",2002,7169400,709618,16743.453,23595.022956013,10.1031822755342,"Europe"
"CZE","CZ",2002,123970000,10238170,132150.17,12907.5967677817,12.1086092534115,"Europe"
"DNK","DK",2002,55554400,5378697,266333.597,49516.3785950389,10.328598171639,"Europe"
"DJI","DJ",2002,399380,789129,836.277,1059.7468854902,0.506102297596464,"Africa"
"DMA","DM",2002,102590,68262,414.915,6078.27195218423,1.50288593946852,"America"
"DOM","DO",2002,20949100,8795101,37395.791,4251.88875033954,2.38190556310837,"America"
"ECU","EC",2002,24827100,13070609,57797.376,4421.93443320047,1.89946007871554,"America"
"EGY","EG",2002,129155000,74393759,183760.856,2470.11118231033,1.73609993279141,"Africa"
"SLV","SV",2002,6069900,6011275,18057.681,3003.96854244732,1.00975250674774,"America"
"GNQ","GQ",2002,2761500,754115,6443.903,8544.98717039178,3.66190832963142,"Africa"
"ERI","ER",2002,600630,2547424,1649.892,647.670745034984,0.235779359855289,"Africa"
"EST","EE",2002,15370400,1379240,15741.939,11413.487862881,11.1441083495258,"Europe"
"ETH","ET",2002,4431700,71073215,18305.99,257.565244515814,0.0623540105790909,"Africa"
"FJI","FJ",2002,879740,849891,3502.374,4120.9684536017,1.03512097433671,"Asia and Oceania"
"FIN","FI",2002,65041000,5200596,204568.476,39335.5830754783,12.506451183672,"Europe"
"FRA","FR",2002,406431000,61404397,2109947.351,34361.5026624233,6.61892339729352,"Europe"
"PYF","PF",2002,725470,259137,5248.305,20253.0128850762,2.79956162184482,"Asia and Oceania"
"GAB","GA",2002,6250300,1341696,10026.08,7472.69128029002,4.65850684506773,"Africa"
"GMB","GM",2002,296780,1522223,1006.477,661.188932239232,0.194964863886566,"Africa"
"GEO","GE",2002,3348300,4061128,7059.122,1738.21706678539,0.82447536743486,"Asia and Oceania"
"DEU","DE",2002,898834500,81443427,2876293.998,35316.4657228876,11.0363049924213,"Europe"
"GHA","GH",2002,6483300,20758326,22306.266,1074.56959679697,0.312322872277851,"Africa"
"GRC","GR",2002,105000500,11096617,217916.009,19638.0580676075,9.46238840179849,"Europe"
"GRL","GL",2002,580140,56565,1867.838,33021.090780518,10.2561654733492,"America"
"GRD","GD",2002,205180,108231,727.085,6717.89967754155,1.89575999482588,"America"
"GTM","GT",2002,10721700,12289856,39359.122,3202.56982669284,0.872402410573403,"America"
"GIN","GN",2002,1623200,8577790,5733.012,668.355368923697,0.189232890989404,"Africa"
"GNB","GW",2002,153890,1285678,702.572,546.460311213228,0.119695600298053,"Africa"
"GUY","GY",2002,1714800,760323,2118.077,2785.75947327649,2.25535726263706,"America"
"HTI","HT",2002,1785200,8661546,10267.887,1185.45661478909,0.206106392553939,"America"
"HND","HN",2002,5945300,7019908,12545.291,1787.10191073729,0.846919931144397,"America"
"HKG","HK",2002,39485100,6848847,183507.419,26793.9142165097,5.76521858350756,"Asia and Oceania"
"HUN","HU",2002,59086000,10148401,99817.905,9835.82586064544,5.82219799946809,"Europe"
"ISL","IS",2002,2992500,287798,12404.737,43102.234900868,10.3979179841417,"Europe"
"IND","IN",2002,1021664400,1098313039,888949.458,809.37713241516,0.930212392752992,"Asia and Oceania"
"IRN","IR",2002,393409700,67327117,273221.171,4058.11481575841,5.84325777680336,"Asia and Oceania"
"IRQ","IQ",2002,96539900,26255343,89695.947,3416.29309508545,3.67696205682782,"Asia and Oceania"
"IRL","IE",2002,46081600,3894258,177832.003,45665.1826869201,11.8332170082208,"Europe"
"ISR","IL",2002,59301400,6356693,184684.427,29053.538844805,9.32897026803088,"Asia and Oceania"
"ITA","IT",2002,478002000,57107577,1882087.654,32956.8816060958,8.37020278412442,"Europe"
"JAM","JM",2002,10202600,2638244,13291.84,5038.13900458032,3.86719348172497,"America"
"JPN","JP",2002,1278787100,127301750,4003827.946,31451.4760873279,10.04532223634,"Asia and Oceania"
"JOR","JO",2002,16420400,5275532,20468.448,3879.88320419628,3.11255812683915,"Asia and Oceania"
"KAZ","KZ",2002,157524800,15338963,81460.463,5310.68906027089,10.2695860209064,"Asia and Oceania"
"KEN","KE",2002,7890700,32779823,36698.201,1119.53627693475,0.240718200339276,"Africa"
"KIR","KI",2002,36640,92400,131.445,1422.56493506494,0.396536796536797,"Asia and Oceania"
"KWT","KW",2002,59985600,2047364,63248.272,30892.5388939143,29.2989424450171,"Asia and Oceania"
"KGZ","KG",2002,4917200,5026641,3705.311,737.134599427331,0.978227806600869,"Asia and Oceania"
"LAO","LA",2002,1165800,5606101,5556.636,991.176577089853,0.20795201513494,"Asia and Oceania"
"LVA","LV",2002,7521400,2326144,18122.129,7790.63076060639,3.23341977108898,"Europe"
"LBN","LB",2002,16243700,4446666,27806.698,6253.38129735852,3.65300654467864,"Asia and Oceania"
"LSO","LS",2002,1905300,1997534,1383.499,692.603480090952,0.953826067541278,"Africa"
"LBR","LR",2002,432030,3060599,1251.213,408.813111420346,0.141158642474888,"Africa"
"LBY","LY",2002,52525000,5405326,53840.515,9960.64159682506,9.7172677466632,"Africa"
"LIE","LI",2002,220020,33693,5069.709,150467.72326596,6.53013979164812,"Europe"
"LTU","LT",2002,12666000,3515799,25552.411,7267.8816394225,3.6025950288967,"Europe"
"LUX","LU",2002,9980600,445913,42935.809,96287.4125670254,22.3823929780024,"Europe"
"MAC","MO",2002,1516900,449665,15326.28,34083.7734758098,3.37340019792512,"Asia and Oceania"
"MDG","MG",2002,1235800,17211934,7137.665,414.692793964932,0.071799020377373,"Africa"
"MWI","MW",2002,856240,11784498,3217.223,273.004671051749,0.0726581649892936,"Africa"
"MYS","MY",2002,132035200,24142445,157073.342,6506.10748000047,5.46900697091782,"Asia and Oceania"
"MDV","MV",2002,593570,292284,2048.457,7008.44726362031,2.03079881211425,"Asia and Oceania"
"MLI","ML",2002,1209100,11952660,4554.363,381.033426868998,0.101157399273467,"Africa"
"MLT","MT",2002,2747200,404699,6793.921,16787.5902831487,6.78825497468489,"Europe"
"MHL","MH",2002,109920,54496,170.731,3132.90883734586,2.01702877275396,"Asia and Oceania"
"MRT","MR",2002,1249400,2821703,3429.078,1215.25121531217,0.442782248875945,"Africa"
"MUS","MU",2002,2883600,1233972,6980.459,5656.90226358459,2.33684394783674,"Africa"
"MEX","MX",2002,410506100,100917081,938540.721,9300.11759852626,4.0677563791208,"America"
"FSM","FM",2002,150220,111992,318.092,2840.31002214444,1.34134581041503,"Asia and Oceania"
"MNG","MN",2002,8196600,2494617,4161.905,1668.35430047979,3.28571480110975,"Asia and Oceania"
"MSR","MS",2002,47632,4601,52.177,11340.3607911324,10.3525320582482,"America"
"MAR","MA",2002,37306300,29301817,54081.644,1845.67544053667,1.27317360558221,"Africa"
"MOZ","MZ",2002,1537100,18694946,6448.401,344.927500726667,0.0822200823687857,"Africa"
"MMR","MM",2002,9328100,46480230,17644.352,379.60982551076,0.200689626535841,"Asia and Oceania"
"NAM",NA,2002,1788000,1888525,5945.743,3148.3528150276,0.946770627870957,"Africa"
"NRU","NR",2002,76944,10351,34.521,3335.04009274466,7.43348468746981,"Asia and Oceania"
"NPL","NP",2002,2596400,25332178,12165.915,480.255389015504,0.1024941479568,"Asia and Oceania"
"NCL","NC",2002,2392200,230399,5742.713,24925.0777998168,10.382857564486,"Asia and Oceania"
"NZL","NZ",2002,34541600,3948584,127519.811,32295.0736263937,8.74784479702091,"Asia and Oceania"
"NIC","NI",2002,3989800,5259006,7598.684,1444.8897757485,0.75866047690381,"America"
"NER","NE",2002,684660,12456517,5145.253,413.057117009514,0.0549639999688516,"Africa"
"NGA","NG",2002,89918600,129583026,220173.346,1699.09094421055,0.693907240598009,"Africa"
"MKD","MK",2002,7833700,2064737,6545.536,3170.15484296547,3.79404253423075,"Europe"
"NOR","NO",2002,42553000,4538438,315279.446,69468.7128038325,9.37613337452225,"Europe"
"OMN","OM",2002,26841700,2403659,47093.594,19592.4604946043,11.1670166192459,"Asia and Oceania"
"PAK","PK",2002,112903900,163262807,153038.29,937.373874749073,0.691546973095961,"Asia and Oceania"
"PLW","PW",2002,212510,19851,254.226,12806.7099894212,10.7052541433681,"Asia and Oceania"
"PAN","PA",2002,5821100,3120990,21670.345,6943.42019679653,1.86514535451892,"America"
"PNG","PG",2002,3662400,5892596,11579.546,1965.10095041303,0.621525724824848,"Asia and Oceania"
"PRY","PY",2002,3857300,5286512,20605.676,3897.78288595581,0.72964934156964,"America"
"PER","PE",2002,25439400,27334503,92745.818,3392.99448758955,0.930669930234327,"America"
"PHL","PH",2002,70266800,81285572,152618.673,1877.56165386891,0.864443692418133,"Asia and Oceania"
"POL","PL",2002,306122800,38647476,290304.55,7511.60438006353,7.920900190222,"Europe"
"PRT","PT",2002,69559700,10430914,198598.049,19039.3717175695,6.66861024834449,"Europe"
"QAT","QA",2002,45066700,713186,38558.024,54064.4712599518,63.1906683529963,"Asia and Oceania"
"ROU","RO",2002,99297700,21653532,114001.997,5264.82224701263,4.58575072186838,"Europe"
"RUS","RU",2002,1506787900,145590136,861773.301,5919.17367945861,10.3495191459949,"Europe"
"RWA","RW",2002,518870,8372306,3355.194,400.749088721793,0.061974562324884,"Africa"
"KNA","KN",2002,197860,46264,698.163,15090.8481756874,4.27675946740446,"America"
"LCA","LC",2002,359070,161799,1394.849,8620.8752835308,2.21923497673039,"America"
"VCT","VC",2002,186860,113450,616.78,5436.57999118554,1.6470691934773,"America"
"WSM","WS",2002,161220,186630,612.294,3280.79086963511,0.86384825590741,"Asia and Oceania"
"STP","ST",2002,58624,149841,160.787,1073.05076714651,0.391241382532151,"Africa"
"SAU","SA",2002,331979800,22623415,352053.857,15561.4816330779,14.6741683340026,"Asia and Oceania"
"SEN","SN",2002,4436900,10180950,10900.284,1070.65489959188,0.435804124369533,"Africa"
"SYC","SC",2002,348080,82433,842.603,10221.6709327575,4.22258076255868,"Africa"
"SLE","SL",2002,501970,5140113,2199.879,427.982614389995,0.0976573861313944,"Africa"
"SGP","SG",2002,47093400,4176794,144482.971,34591.835508287,11.2750114082715,"Asia and Oceania"
"SVK","SK",2002,41978100,5375206,51817.241,9640.0474698086,7.80957976308257,"Europe"
"SVN","SI",2002,16564700,1983767,34495.352,17388.8122949923,8.35012377965759,"Europe"
"SLB","SB",2002,245490,450760,671.151,1488.93202591179,0.54461354157423,"Asia and Oceania"
"SOM","SO",2002,556930,9411103,2450.588,260.393282275202,0.05917797308137,"Africa"
"ZAF","ZA",2002,356523100,47661514,235950.268,4950.54076544862,7.48031420067772,"Africa"
"ESP","ES",2002,331949800,41477655,1036452.849,24988.2219474558,8.00309950020077,"Europe"
"LKA","LK",2002,10948000,19110707,37408.646,1957.47054256025,0.572872578706795,"Asia and Oceania"
"SUR","SR",2002,1560100,495666,2953.537,5958.72422155242,3.14748237724597,"America"
"SWZ","SZ",2002,1080900,1050809,2618.593,2491.97808545606,1.02863603185736,"Africa"
"SWE","SE",2002,56685400,8926012,378214.013,42372.1156771916,6.35058523336065,"Europe"
"SYR","SY",2002,40349600,17164021,28498.259,1660.34864441147,2.35082443676805,"Asia and Oceania"
"TWN","TW",2002,237326000,22469616,319095.021,14201.1782043805,10.5620852621602,"Asia and Oceania"
"TJK","TJ",2002,1877200,6541755,3452.652,527.786809502954,0.286956634725697,"Asia and Oceania"
"THA","TH",2002,184665500,64222580,243168.352,3786.337328709,2.87539834120647,"Asia and Oceania"
"TGO","TG",2002,1322500,5281538,2587.276,489.87170025095,0.250400546204534,"Africa"
"TON","TO",2002,102590,103804,387.519,3733.17983892721,0.98830488227814,"Asia and Oceania"
"TTO","TT",2002,28701800,1345964,15680.572,11650.0679067196,21.3243444846965,"America"
"TUN","TN",2002,20680200,10094561,27495.026,2723.74657996519,2.04864778171136,"Africa"
"TKM","TM",2002,30130800,4698968,13211.929,2811.66609349117,6.41221646965887,"Asia and Oceania"
"TCA","TC",2002,150220,20598,495.626,24061.8506651131,7.29294106223905,"America"
"TUV","TV",2002,10992,9609,29.485,3068.47746903944,1.14392756790509,"Asia and Oceania"
"UGA","UG",2002,1446200,25545090,11673.827,456.989073046914,0.056613619290439,"Africa"
"UKR","UA",2002,295900900,47976537,79869.265,1664.75677475429,6.16761689156514,"Europe"
"ARE","AE",2002,84649100,3633655,200882.007,55283.7313944224,23.2958549999931,"Asia and Oceania"
"GBR","GB",2002,560273200,59580040,2393242.113,40168.5214209322,9.40370634192256,"Europe"
"USA","US",2002,5946308100,292181025,14086360.631,48211.0726766052,20.3514519808396,"America"
"URY","UY",2002,4557800,3306441,29698.918,8982.14061584647,1.37846100988949,"America"
"UZB","UZ",2002,132575200,25579030,31697.778,1239.2095400021,5.18296432663788,"Asia and Oceania"
"VUT","VU",2002,84272,202125,492.606,2437.13543599258,0.416930117501546,"Asia and Oceania"
"VEN","VE",2002,164152900,25330929,236811.677,9348.71662227627,6.48033477177248,"America"
"VNM","VN",2002,69527800,80642308,82821.665,1027.02498296552,0.862175224449181,"Asia and Oceania"
"YEM","YE",2002,16581400,19660653,35743.585,1818.02633920654,0.843379922325062,"Asia and Oceania"
"ZMB","ZM",2002,1960900,10508294,8707.721,828.65220558161,0.18660498078946,"Africa"
"ZWE","ZW",2002,11895800,11984644,9721.472,811.160681952672,0.992586846968504,"Africa"
"AFG","AF",2003,1559600,22645130,8918.206,393.824455854305,0.0688713202353,"Asia and Oceania"
"ALB","AL",2003,4303500,3092991,7236.281,2339.57389465407,1.39137165287581,"Europe"
"DZA","DZ",2003,94580600,32055883,112609.008,3512.89677467315,2.95049117817157,"Africa"
"AND","AD",2003,534940,73907,2751.95,37235.3092399908,7.23801534360751,"Europe"
"AGO","AO",2003,17484400,18124342,48796.612,2692.32460963272,0.964691573354773,"Africa"
"AIA","AI",2003,87936,11744,233.166,19854.053133515,7.48773841961853,"America"
"ATG","AG",2003,428690,78075,1075.107,13770.1825168108,5.49074607748959,"America"
"ARG","AR",2003,133993800,38278164,397710.032,10389.9975975859,3.50052839524905,"America"
"ARM","AM",2003,3455600,3084102,5603.539,1816.91104898606,1.12045580853033,"Asia and Oceania"
"ABW","AW",2003,2561100,92701,2898.16,31263.5246653218,27.6275336835633,"America"
"AUS","AU",2003,369441700,19698999,892258.434,45294.6078123056,18.7543387356891,"Asia and Oceania"
"AUT","AT",2003,77401900,8120104,323226.245,39805.6779814643,9.53213160816659,"Europe"
"AZE","AZ",2003,30487600,8462322,15868.148,1875.15294265569,3.60274638568469,"Asia and Oceania"
"BHS","BS",2003,2070200,338490,10960.745,32381.2963455346,6.1159857012024,"America"
"BHR","BH",2003,16769500,778256,17393.143,22348.871065562,21.5475370572151,"Asia and Oceania"
"BGD","BD",2003,33459300,136503206,94710.841,693.836018767208,0.245117319808591,"Asia and Oceania"
"BRB","BB",2003,1699500,267499,4449.105,16632.2304008613,6.35329477867207,"America"
"BLR","BY",2003,55088000,10065878,30713.258,3051.22494033804,5.47274663968707,"Europe"
"BEL","BE",2003,128248300,10402550,379794.04,36509.7057932911,12.3285444434297,"Europe"
"BLZ","BZ",2003,432350,263998,1650.574,6252.22160773945,1.63770180077122,"America"
"BEN","BJ",2003,2394000,7659208,7085.907,925.148788229801,0.312564954496601,"Africa"
"BMU","BM",2003,560590,62468,6382.011,102164.484215919,8.97403470576935,"America"
"BTN","BT",2003,376220,634627,874.382,1377.78884289512,0.592820664736924,"Asia and Oceania"
"BOL","BO",2003,10968000,9057378,18554.581,2048.55985915571,1.21094647921286,"America"
"BIH","BA",2003,14358100,4183757,11929.038,2851.2741060248,3.43186757739515,"Europe"
"BWA","BW",2003,3825200,1826863,9571.907,5239.53191892331,2.09386253922708,"Africa"
"BRA","BR",2003,344645000,182629278,1253780.976,6865.1696471143,1.88712896296945,"America"
"VGB","VG",2003,146560,21982,1016.285,46232.5993995087,6.66727322354654,"America"
"BRN","BN",2003,5597900,354045,12463.22,35202.361281758,15.8112669293451,"Asia and Oceania"
"BGR","BG",2003,50473700,7917739,35138.121,4437.89836972398,6.37476178489844,"Europe"
"BFA","BF",2003,1074500,13030591,6121.431,469.773857532632,0.0824598055452742,"Africa"
"BDI","BI",2003,161220,6860846,1811.579,264.046008320257,0.0234985597986021,"Africa"
"KHM","KH",2003,2377900,12787710,7391.674,578.029529915833,0.185951980456235,"Asia and Oceania"
"CMR","CM",2003,5704600,16354326,19718.371,1205.69756283445,0.348812907361636,"Africa"
"CAN","CA",2003,581427200,31619450,1241970.374,39278.6836583179,18.3882768359348,"America"
"CPV","CV",2003,414030,480089,1085.68,2261.41402948203,0.862402596185291,"Africa"
"CAF","CF",2003,223500,4026841,1841.5,457.306359997825,0.0555025639204528,"Africa"
"TCD","TD",2003,882410,9196366,4389.033,477.257320989617,0.0959520314872201,"Africa"
"CHL","CL",2003,55100200,15859112,147400.237,9294.3562666056,3.47435594124059,"America"
"CHN","CN",2003,4841118700,1288873367,3603881.82,2796.14887875948,3.75608560464575,"Asia and Oceania"
"COL","CO",2003,57378100,41057687,170253.579,4146.69192153956,1.39749957176107,"America"
