"ISO3","ISO2","year","co2","population","gdp","gdp_per_capita","co2_per_capita","region"
"MEX","MX",1981,283707400,69233769,601086.363,8681.98238636987,4.09781821931433,"America"
"MNG","MN",1981,6614700,1739221,2494.256,1434.12251806987,3.80325444552475,"Asia and Oceania"
"MSR","MS",1981,18320,11369,98.41,8655.99437065705,1.61139941947401,"America"
"MAR","MA",1981,15718100,20208260,25671.832,1270.3633068854,0.777805709150615,"Africa"
"MOZ","MZ",1981,2479000,11640015,2904.735,249.547358830723,0.21297223414231,"Africa"
"MMR","MM",1981,5623000,34110098,6710.196,196.721686346372,0.16484854426393,"Asia and Oceania"
"NRU","NR",1981,124580,7691,171.406,22286.5687166818,16.1981536861266,"Asia and Oceania"
"NPL","NP",1981,453190,15969792,4753.04,297.626919624251,0.0283779525744606,"Asia and Oceania"
"NCL","NC",1981,1390300,150228,2597.752,17292.0627313151,9.25459967516042,"Asia and Oceania"
"NZL","NZ",1981,16561000,3160622,76677.986,24260.4101344609,5.23979140814688,"Asia and Oceania"
"NIC","NI",1981,2134900,3397659,6339.548,1865.85763903911,0.628344398304833,"America"
"NER","NE",1981,680340,6366262,4108.984,645.431180809084,0.106866478319617,"Africa"
"NGA","NG",1981,65810500,75175387,139971.118,1861.92746836142,0.875426155105793,"Africa"
"NOR","NO",1981,31804700,4099855,166940.746,40718.6951733659,7.75751825369434,"Europe"
"OMN","OM",1981,6012600,1075624,13388.207,12446.9210430411,5.58987155362841,"Asia and Oceania"
"PAK","PK",1981,34232800,84270202,57962.42,687.816317326497,0.406226628007846,"Asia and Oceania"
"PAN","PA",1981,3322700,2003092,11035.548,5509.25668915856,1.65878551758981,"America"
"PNG","PG",1981,1930900,3169073,6338.878,2000.23098237245,0.609294894753134,"Asia and Oceania"
"PRY","PY",1981,1383200,3163299,12045.532,3807.90181389745,0.437265019841627,"America"
"PER","PE",1981,24026800,17932344,69587.391,3880.55186761976,1.33985830296363,"America"
"PHL","PH",1981,34528200,49679330,92795.558,1867.89069015222,0.695021450571093,"Asia and Oceania"
"POL","PL",1981,408997000,35851094,181093.092,5051.25706903114,11.408215325312,"Europe"
"PRT","PT",1981,27000500,9856752,107307.955,10886.7459585064,2.73928977821497,"Europe"
"QAT","QA",1981,12840700,294887,15808.971,53610.2676618501,43.5444763587408,"Asia and Oceania"
"ROU","RO",1981,197322500,22237470,107890.156,4851.72800682812,8.87342400012232,"Europe"
"RWA","RW",1981,600900,5441966,1905.854,350.214242426358,0.110419653485523,"Africa"
"KNA","KN",1981,54960,42953,238.277,5547.3890065886,1.27953809978348,"America"
"LCA","LC",1981,95264,123909,590.343,4764.32704646152,0.768822280867411,"America"
"VCT","VC",1981,36640,108191,253.851,2346.32270706436,0.338660332190293,"America"
"WSM","WS",1981,76944,166190,392.501,2361.76063541729,0.46298814609784,"Asia and Oceania"
"STP","ST",1981,43968,99170,137.447,1385.97358071998,0.44335988706262,"Africa"
"SAU","SA",1981,175304500,10678211,350650.355,32837.9309043434,16.4170290322976,"Asia and Oceania"
"SEN","SN",1981,3279900,5852029,5637.204,963.290510009434,0.560472273804521,"Africa"
"SYC","SC",1981,98928,65930,365.474,5543.36417412407,1.50050053086607,"Africa"
"SLE","SL",1981,692500,3437108,2577.867,750.010473921681,0.20147752121842,"Africa"
"SGP","SG",1981,25706600,2451722,37327.151,15224.8709274543,10.485120254254,"Asia and Oceania"
"SLB","SB",1981,135570,241827,390.807,1616.06024141225,0.560607376347554,"Asia and Oceania"
"SOM","SO",1981,274800,5934938,1558.989,262.679913421168,0.0463020843688679,"Africa"
"ZAF","ZA",1981,257075200,30232561,154901.757,5123.67301599094,8.5032558108458,"Africa"
"ESP","ES",1981,206096200,37758649,551189.89,14597.7121692039,5.45825143267176,"Europe"
"LKA","LK",1981,4005600,15198918,15246.91,1003.15759319183,0.26354507603765,"Asia and Oceania"
"SUR","SR",1981,2028300,375859,2463.937,6555.48224201097,5.3964385580763,"America"
"SWZ","SZ",1981,436020,616210,1072.815,1740.9892731374,0.707583453692735,"Africa"
"SWE","SE",1981,69388500,8326687,239221.15,28729.4514613075,8.33326627985416,"Europe"
"SYR","SY",1981,26534600,9203635,14347.584,1558.90406344884,2.88305653146827,"Asia and Oceania"
"TWN","TW",1981,75051900,18400556,78158.715,4247.6278977657,4.07878435847265,"Asia and Oceania"
"THA","TH",1981,37523300,46727292,70703.627,1513.11201599271,0.803027489801891,"Asia and Oceania"
"TGO","TG",1981,706480,2925865,1840.902,629.182139298976,0.241460217747572,"Africa"
"TON","TO",1981,47632,96846,211.949,2188.51578795201,0.49183239369721,"Asia and Oceania"
"TTO","TT",1981,17242400,1142695,12024.336,10522.7869203943,15.0892407860365,"America"
"TUN","TN",1981,9839500,6744050,12244.655,1815.62340136861,1.45898977617307,"Africa"
"TCA","TC",1981,0,7957,75.095,9437.6021113485,0,"America"
"UGA","UG",1981,527050,13563558,3553.527,261.990769678575,0.0388577982266895,"Africa"
"ARE","AE",1981,36766900,1100180,114247.215,103844.111872603,33.4189859841117,"Asia and Oceania"
"GBR","GB",1981,560554500,56588914,1338019.248,23644.5471987676,9.9057299456215,"Europe"
"USA","US",1981,4686420200,228913453,7242621.632,31639.1262159677,20.472454277294,"America"
"URY","UY",1981,5356000,2966076,23945.044,8072.97048356145,1.80575278583556,"America"
"VUT","VU",1981,51296,120887,213.069,1762.54684126498,0.424330159570508,"Asia and Oceania"
"VEN","VE",1981,91791600,15638426,191446.77,12242.074106435,5.86961884783034,"America"
"VNM","VN",1981,17695400,54280394,21448.211,395.137349224105,0.325999844437386,"Asia and Oceania"
"ZMB","ZM",1981,3358000,5897481,5970.795,1012.43140927457,0.56939564536113,"Africa"
"ZWE","ZW",1981,9405400,7506526,7205.05,959.838146167748,1.25296308838469,"Africa"
"AFG","AF",1982,2094600,10088289,10686.059,1059.2538536515,0.20762688301257,"Asia and Oceania"
"ALB","AL",1982,7307600,3041179,5180.403,1703.41929889691,2.40288388154726,"Europe"
"DZA","DZ",1982,39173000,20000096,67123.51,3356.15939043493,1.95864059852513,"Africa"
"AGO","AO",1982,4635200,8947152,26626.855,2976.0146021885,0.518064295766966,"Africa"
"ATG","AG",1982,293120,65231,436.721,6694.99164507673,4.49356900860021,"America"
"ARG","AR",1982,103351100,28922762,290530.747,10045.0554134491,3.57334821619042,"America"
"ABW","AW",1982,623470,63116,768.488,12175.8032828443,9.87816084669497,"America"
"AUS","AU",1982,218000900,15168445,422658.361,27864.317074031,14.3720005577368,"Asia and Oceania"
"AUT","AT",1982,53565300,7571289,196179.636,25910.9956045794,7.07479268061224,"Europe"
"BHS","BS",1982,2258500,232177,5865.535,25263.2043656348,9.7274923872735,"America"
"BHR","BH",1982,9830500,391017,8416.908,21525.6830265692,25.1408506535521,"Asia and Oceania"
"BGD","BD",1982,8552300,88555336,37044.949,418.325429875846,0.0965757726897451,"Asia and Oceania"
"BRB","BB",1982,644860,255642,3320.294,12988.0614296555,2.52251195030551,"America"
"BEL","BE",1982,117101900,9857343,241178.168,24466.853593306,11.8796616897677,"Europe"
"BLZ","BZ",1982,172210,152409,387.012,2539.29886030353,1.12992014907256,"America"
"BEN","BJ",1982,442540,4054385,2237.625,551.902446363629,0.109150956310267,"Africa"
"BMU","BM",1982,395710,54338,4113.488,75701.8660973904,7.28238065442232,"America"
"BTN","BT",1982,62681,442201,173.168,391.604722739207,0.141747757241616,"Asia and Oceania"
"BOL","BO",1982,4337900,5991118,11398.617,1902.58596141822,0.724055176346051,"America"
"BWA","BW",1982,1099200,1023009,2084.639,2037.75235603988,1.07447735063914,"Africa"
"BRA","BR",1982,171499700,128065095,766232.596,5983.14939757785,1.33916036996654,"America"
"VGB","VG",1982,36640,11889,116.239,9777.02077550677,3.08184035663218,"America"
"BRN","BN",1982,2664700,200630,9988.496,49785.6551861636,13.2816627622988,"Asia and Oceania"
"BGR","BG",1982,89844200,8970485,32604.938,3634.69065496459,10.0155342771322,"Europe"
"BFA","BF",1982,575250,7321817,2339.263,319.492142455896,0.0785665634636867,"Africa"
"BDI","BI",1982,157550,4602271,1484.951,322.656140848724,0.0342330992677311,"Africa"
"KHM","KH",1982,337090,6619699,1804.765,272.635508049535,0.0509222549242798,"Asia and Oceania"
"CMR","CM",1982,6315900,9046986,12796.272,1414.42376499754,0.698122004389086,"Africa"
"CAN","CA",1982,414454900,25101518,678033.722,27011.6620835441,16.5111488476514,"America"
"CPV","CV",1982,36640,326319,310.735,952.243050511922,0.112282766250203,"Africa"
"CAF","CF",1982,142900,2467635,1540.405,624.243455778509,0.057909698962772,"Africa"
"TCD","TD",1982,205180,4622828,1524.9,329.863018913964,0.0443840869701404,"Africa"
"CHL","CL",1982,20475300,11807408,49768.552,4215.02771819183,1.7341062492293,"America"
"CHN","CN",1982,1606585000,1013483166,484463.379,478.018180521017,1.58521133245937,"Asia and Oceania"
"COL","CO",1982,45679300,27405194,89346.128,3260.18958304035,1.66681177297997,"America"
"COM","KM",1982,47632,347053,466.119,1343.07728214423,0.137247048721665,"Africa"
"COG","CG",1982,1343100,1911634,5403.19,2826.47724407496,0.702592651103715,"Africa"
"COK","CK",1982,51296,17404,114.618,6585.72741898414,2.94736842105263,"Asia and Oceania"
"CRI","CR",1982,2070600,2550780,13457.616,5275.88267118293,0.811751699480159,"America"
"CUB","CU",1982,34527300,9908874,46140.402,4656.47277379852,3.48448269702491,"America"
"CYP","CY",1982,3157200,523733,5835.558,11142.2385070255,6.02826249252959,"Europe"
"DNK","DK",1982,53615500,5126398,169233.539,33012.1732647368,10.4587080441277,"Europe"
"DJI","DJ",1982,348080,355110,655.46,1845.79426093323,0.980203317281969,"Africa"
"DMA","DM",1982,40304,72626,249.721,3438.45179412332,0.55495277173464,"America"
"DOM","DO",1982,6303500,6014979,16115.659,2679.254408037,1.04796708350935,"America"
"ECU","EC",1982,19235100,8572607,35909.282,4188.84033760092,2.24378651675039,"America"
"EGY","EG",1982,56431200,46088647,60143.51,1304.95282276349,1.2244056546073,"Africa"
"SLV","SV",1982,1752100,4599904,10993.51,2389.94335533959,0.380899253549639,"America"
"GNQ","GQ",1982,73280,315741,384.01,1216.21835618434,0.232088958988538,"Africa"
"FJI","FJ",1982,835120,676967,2276.376,3362.60999428333,1.23361995488702,"Asia and Oceania"
"FIN","FI",1982,42976500,4826861,119391.039,24734.7166201803,8.90361251339121,"Europe"
"FRA","FR",1982,440364100,55721679,1346536.987,24165.4058378248,7.90292230785077,"Europe"
"PYF","PF",1982,337090,174343,2840.746,16294.0066420791,1.93348743568712,"Asia and Oceania"
"GAB","GA",1982,6543600,789585,7322.214,9273.49683694599,8.28739147780163,"Africa"
"GMB","GM",1982,161220,768272,570.182,742.161630255951,0.209847553991295,"Africa"
"GHA","GH",1982,2952700,12584976,9661.731,767.719461681929,0.234621027485472,"Africa"
"GRC","GR",1982,51508800,9528815,143954.12,15107.2426109647,5.40558296073541,"Europe"
"GRL","GL",1982,516620,51341,1367.345,26632.613310999,10.0625231296625,"America"
"GRD","GD",1982,62288,96534,309.503,3206.15534423105,0.645244162678435,"America"
"GTM","GT",1982,3606800,7332790,22017.134,3002.5589168652,0.491872806939787,"America"
"GIN","GN",1982,981950,5170731,2633.869,509.380395151092,0.189905450505934,"Africa"
"GNB","GW",1982,142900,858630,452.761,527.306290253078,0.166427914235468,"Africa"
"GUY","GY",1982,1403300,779639,1342.752,1722.27402682524,1.7999356112252,"America"
"HTI","HT",1982,817300,5877684,5781.059,983.560701800233,0.139051367851691,"America"
"HND","HN",1982,1749500,4015647,6779.174,1688.18972384774,0.435670764885459,"America"
"HKG","HK",1982,19622800,5166905,71491.908,13836.5052192754,3.79778610212497,"Asia and Oceania"
"HUN","HU",1982,86600900,10655624,84410.615,7921.69609212938,8.12724810860443,"Europe"
"ISL","IS",1982,1593800,233995,7335.894,31350.6442445351,6.81125665078314,"Europe"
"IND","IN",1982,325380000,729169466,303298.163,415.950169531646,0.446233715441946,"Asia and Oceania"
"IRN","IR",1982,137771000,42500030,165925.226,3904.12020885632,3.24166829999885,"Asia and Oceania"
"IRQ","IQ",1982,30374400,14467682,58508.675,4044.09462414228,2.09946555363879,"Asia and Oceania"
"IRL","IE",1982,25566300,3451212,60041.893,17397.3354867797,7.40791930487029,"Europe"
"ISR","IL",1982,23854900,3892839,75694.769,19444.6184391391,6.12789277953699,"Asia and Oceania"
"ITA","IT",1982,366879000,56585843,1245003.987,22002.0401039179,6.48358282830566,"Europe"
"JAM","JM",1982,6214000,2199606,9199.705,4182.43312665996,2.82505139556812,"America"
"JPN","JP",1982,897407800,119098142,2432786.996,20426.7418042508,7.53502770849272,"Asia and Oceania"
"JOR","JO",1982,6255700,2406349,11988.967,4982.22286127241,2.59966447094748,"Asia and Oceania"
"KEN","KE",1982,4687400,17411491,20605.61,1183.4489073911,0.26921301570325,"Africa"
"KIR","KI",1982,25648,62977,102.968,1635.0096066818,0.407259793257856,"Asia and Oceania"
"KWT","KW",1982,21090300,1652921,32138.132,19443.235339136,12.759411974317,"Asia and Oceania"
"LAO","LA",1982,157550,3453691,1855.978,537.38970857555,0.045617862165434,"Asia and Oceania"
"LBN","LB",1982,5719400,3070133,10816.605,3523.17147172451,1.86291603653653,"Asia and Oceania"
"LBR","LR",1982,597410,2047602,1815.271,886.535078594375,0.291760801171321,"Africa"
"LBY","LY",1982,30565100,3265457,50908.266,15589.9361100146,9.3601293785219,"Africa"
"LIE","LI",1982,103790,25689,2314.149,90083.2652107906,4.04025069095722,"Europe"
"LUX","LU",1982,8924200,365020,15634.142,42830.9188537614,24.4485233685825,"Europe"
"MAC","MO",1982,483650,256692,5862.889,22840.1703208514,1.88416467984978,"Asia and Oceania"
"MDG","MG",1982,1013300,9470990,5467.661,577.30617390579,0.10698987117503,"Africa"
"MWI","MW",1982,593090,6784347,2032.305,299.557938295314,0.0874203515828421,"Africa"
"MYS","MY",1982,30641900,13921029,47768.327,3431.379030961,2.2011232071997,"Asia and Oceania"
"MDV","MV",1982,47632,174523,377.3,2161.89270182154,0.272926777559405,"Asia and Oceania"
"MLI","ML",1982,365130,7696349,970.06,126.041581534309,0.0474419754093792,"Africa"
"MLT","MT",1982,1311700,339668,2881.121,8482.16788157848,3.86171202468293,"Europe"
"MRT","MR",1982,883020,1598332,2305.077,1442.17659409935,0.552463443139473,"Africa"
"MUS","MU",1982,501970,984176,2466.563,2506.22144819626,0.510040886995822,"Africa"
"MEX","MX",1982,303905100,70656783,596836.27,8446.9776949794,4.30114543992188,"America"
"MNG","MN",1982,6712300,1781797,2702.053,1516.47634382592,3.76715192583667,"Asia and Oceania"
"MSR","MS",1982,18320,11298,103.563,9166.48964418481,1.62152593379359,"America"
"MAR","MA",1982,16904600,20746765,28141.374,1356.42226631477,0.814806549358418,"Africa"
"MOZ","MZ",1982,2523900,11901827,2794.428,234.789835207653,0.212059879546224,"Africa"
"MMR","MM",1982,5579500,34742586,7074.044,203.613052868316,0.1605954145152,"Asia and Oceania"
"NRU","NR",1982,124580,7672,166.578,21712.4608967675,16.2382690302398,"Asia and Oceania"
"NPL","NP",1982,442360,16347124,4932.711,301.747940493998,0.0270604174777166,"Asia and Oceania"
"NCL","NC",1982,1261800,151967,2660.098,17504.4450439898,8.30311844018767,"Asia and Oceania"
"NZL","NZ",1982,18270200,3185721,77391.183,24293.1452565997,5.73502827146508,"Asia and Oceania"
"NIC","NI",1982,2110700,3491906,6287.794,1800.67676506756,0.604454988192695,"America"
"NER","NE",1982,742200,6564445,4175.677,636.10510865732,0.11306363294993,"Africa"
"NGA","NG",1982,65393600,77388067,130448.338,1685.63892415093,0.845008830625011,"Africa"
"NOR","NO",1982,30912100,4114931,167333.595,40664.9819887624,7.51217942658091,"Europe"
"OMN","OM",1982,5730500,1138301,14939.095,13124.0287059398,5.03425719559238,"Asia and Oceania"
"PAK","PK",1982,37189600,87828198,61751.7,703.096515768205,0.423435762623753,"Asia and Oceania"
"PAN","PA",1982,3278500,2050247,11460.722,5589.92258005987,1.59907562357121,"America"
"PNG","PG",1982,1945600,3235264,6391.664,1975.62362762359,0.601372870961999,"Asia and Oceania"
"PRY","PY",1982,1362400,3251678,11927.06,3667.97081383827,0.418983675505385,"America"
"PER","PE",1982,23600100,18374372,69432.404,3778.76337760006,1.28440308055154,"America"
"PHL","PH",1982,34838500,50938522,96227.514,1889.09120684734,0.683932289986741,"Asia and Oceania"
"POL","PL",1982,420970400,36188644,172460.442,4765.59558296796,11.6326657611156,"Europe"
"PRT","PT",1982,28999900,9904424,109599.382,11065.6997317562,2.92797440820385,"Europe"
"QAT","QA",1982,12334900,312608,14722.185,47094.7160661275,39.4580433002354,"Asia and Oceania"
"ROU","RO",1982,194876900,22331065,112145.377,5021.94485574244,8.72671769125207,"Europe"
"RWA","RW",1982,608220,5652900,1940.366,343.251428470343,0.107594332112721,"Africa"
"KNA","KN",1982,65952,42794,239.582,5598.49511613778,1.54115062859279,"America"
"LCA","LC",1982,113580,126194,607.792,4816.33041190548,0.900042791257905,"America"
"VCT","VC",1982,40304,108974,265.214,2433.73648760255,0.369849688916622,"America"
"WSM","WS",1982,65952,166885,388.522,2328.08221230188,0.39519429547293,"Asia and Oceania"
"STP","ST",1982,47632,100931,141.698,1403.90960160902,0.471926365536852,"Africa"
"SAU","SA",1982,157893300,11201154,277960.928,24815.383129274,14.0961636631369,"Asia and Oceania"
"SEN","SN",1982,3036600,6008392,6501.944,1082.14377490683,0.50539312348462,"Africa"
"SYC","SC",1982,84272,66435,359.983,5418.57454654926,1.26848799578535,"Africa"
"SLE","SL",1982,553260,3509197,2623.046,747.477556831378,0.157660000279266,"Africa"
"SGP","SG",1982,28381500,2507219,39978.179,15945.2281591676,11.3199126203176,"Asia and Oceania"
"SLB","SB",1982,120910,250250,386.493,1544.42757242757,0.483156843156843,"Asia and Oceania"
"SOM","SO",1982,718140,5951805,1602.126,269.183214167803,0.120659194983707,"Africa"
"ZAF","ZA",1982,280433300,31022417,154307.935,4974.07842206492,9.03969861535934,"Africa"
"ESP","ES",1982,208598500,37982149,558060.261,14692.698430518,5.49201415643965,"Europe"
"LKA","LK",1982,4466900,15438753,16037.561,1038.78603407931,0.289330362367997,"Asia and Oceania"
"SUR","SR",1982,1870600,377288,2360.565,6256.6659952079,4.95801615741821,"America"
"SWZ","SZ",1982,436020,634439,1088.258,1715.30753941671,0.687252832817655,"Africa"
"SWE","SE",1982,62256700,8340723,242208.219,29039.2354475745,7.46418505925685,"Europe"
"SYR","SY",1982,24364400,9510754,14652.055,1540.57764505317,2.56177375631837,"Asia and Oceania"
"TWN","TW",1982,75384800,18692874,81918.279,4382.32660210517,4.03280950805104,"Asia and Oceania"
"THA","TH",1982,37311800,47700340,74487.932,1561.58073506394,0.782212453831566,"Asia and Oceania"
"TGO","TG",1982,817870,3023343,1772.649,586.320837562923,0.270518429433908,"Africa"
"TON","TO",1982,43968,96931,243.24,2509.41391298965,0.45360101515511,"Asia and Oceania"
"TTO","TT",1982,18405200,1157140,12481.687,10786.6697201721,15.9057676685621,"America"
"TUN","TN",1982,9531900,6914963,12185.661,1762.21637049974,1.37844555350477,"Africa"
"TCA","TC",1982,0,8355,83.073,9942.90843806104,0,"America"
"UGA","UG",1982,544700,13880052,3830.454,275.968274470441,0.0392433688288776,"Africa"
"ARE","AE",1982,36752800,1167856,104821.521,89755.5186598348,31.4703182584154,"Asia and Oceania"
"GBR","GB",1982,548240400,56644401,1364711.276,24092.6067167698,9.67863355109007,"Europe"
"USA","US",1982,4447297900,231302489,7112045.319,30747.8114470268,19.2271943083155,"America"
"URY","UY",1982,4853800,2979182,21696.293,7282.63429357455,1.62923916699282,"America"
"VUT","VU",1982,51296,123748,235.779,1905.31564146491,0.414519830623525,"Asia and Oceania"
"VEN","VE",1982,93201000,16071654,192757.965,11993.6607022525,5.799091991403,"America"
"VNM","VN",1982,18341600,55632153,23196.301,416.958534752376,0.329694232757808,"Asia and Oceania"
"ZMB","ZM",1982,3510800,6090818,6118.759,1004.58739696376,0.576408620319964,"Africa"
"ZWE","ZW",1982,8779900,7803855,7394.852,947.58962077076,1.1250721598492,"Africa"
"AFG","AF",1983,2520000,9951449,11211.229,1126.59261982853,0.253229454323687,"Asia and Oceania"
"ALB","AL",1983,7630800,3087911,5237.643,1696.1768004324,2.4711852122681,"Europe"
"DZA","DZ",1983,52503900,20682111,70748.181,3420.7427375281,2.53861416757699,"Africa"
"AGO","AO",1983,5100500,9276707,27745.184,2990.84405705602,0.549817947252188,"Africa"
"ATG","AG",1983,84272,65408,466.605,7133.7603962818,1.28840508806262,"America"
"ARG","AR",1983,105142000,29377137,302478.381,10296.3873232439,3.5790417561793,"America"
"ABW","AW",1983,320420,63683,838.332,13164.1411365671,5.0314840695319,"America"
"AUS","AU",1983,207645400,15383076,442065.61,28737.1400882372,13.4983016400621,"Asia and Oceania"
"AUT","AT",1983,51668200,7559110,202012.229,26724.3404316117,6.83522266510211,"Europe"
"BHS","BS",1983,2014400,236586,6076.521,25684.1951763841,8.51445140456325,"America"
"BHR","BH",1983,8222000,404772,9130.274,22556.5849416462,20.3126698487049,"Asia and Oceania"
"BGD","BD",1983,8188300,91045478,38857.769,426.795156152621,0.0899363722380589,"Asia and Oceania"
"BRB","BB",1983,685170,256505,3337.162,13010.1245589755,2.67117600046783,"America"
"BEL","BE",1983,101201800,9866532,241930.265,24520.2939594176,10.2570791844591,"Europe"
"BLZ","BZ",1983,172210,156053,378.68,2426.61147174357,1.10353533735333,"America"
"BEN","BJ",1983,404410,4171526,2140.379,513.09257092009,0.0969453384684645,"Africa"
"BMU","BM",1983,450670,54765,4149.129,75762.4212544508,8.22916096046745,"America"
"BTN","BT",1983,86749,456033,187.21,410.518537035697,0.190225268785373,"Asia and Oceania"
"BOL","BO",1983,4278100,6120620,10937.871,1787.05278223448,0.698965137518748,"America"
"BWA","BW",1983,1029600,1060717,2332.676,2199.15019746077,0.970664182812192,"Africa"
"BRA","BR",1983,165899800,130977370,743781.98,5678.70602379632,1.2666294948509,"America"
"VGB","VG",1983,40304,12315,123.052,9992.04222492895,3.27275680064961,"America"
"BRN","BN",1983,2733300,207523,10038.586,48373.365843786,13.171070194629,"Asia and Oceania"
"BGR","BG",1983,90061300,8956433,33723.387,3765.26983454239,10.0554874915047,"Europe"
"BFA","BF",1983,593570,7531184,2311.912,306.978557422047,0.0788149645527184,"Africa"
"BDI","BI",1983,205180,4726506,1531.115,323.94225247995,0.0434105023880219,"Africa"
"KHM","KH",1983,366400,6881962,1884.778,273.872189355303,0.0532406310874719,"Asia and Oceania"
"CMR","CM",1983,6554500,9240672,13871.538,1501.13952751488,0.709309885687967,"Africa"
"CAN","CA",1983,408338500,25360726,695671.681,27431.0633299693,16.1012149257872,"America"
"CPV","CV",1983,36640,330971,340.323,1028.25625205834,0.11070456323968,"Africa"
"CAF","CF",1983,146560,2495097,1446.484,579.730567589156,0.0587391993177019,"Africa"
"TCD","TD",1983,205180,4859173,1763.685,362.959911079519,0.042225292246232,"Africa"
"CHL","CL",1983,20674100,11976513,48374.017,4039.07356005876,1.7262203113711,"America"
"CHN","CN",1983,1694216800,1029226907,536632.813,521.394076806816,1.64610620697657,"Asia and Oceania"
"COL","CO",1983,49209600,28042329,90752.397,3236.26461268606,1.75483284573118,"America"
"COM","KM",1983,47632,356137,488.591,1371.91867174711,0.13374628303153,"Africa"
"COG","CG",1983,1142500,1951851,5706.292,2923.52848654943,0.5853418114395,"Africa"
"COK","CK",1983,51296,17178,115.357,6715.39178018396,2.98614506927465,"Asia and Oceania"
"CRI","CR",1983,2088800,2622532,13842.427,5278.26810120906,0.796482178291819,"America"
"CUB","CU",1983,30820600,9984591,48637.276,4871.23368398365,3.08681647550711,"America"
"CYP","CY",1983,3151300,528059,6145.937,11638.7316568793,5.96770436636815,"Europe"
"DNK","DK",1983,50098200,5124332,173626.964,33882.8483400373,9.77653282418079,"Europe"
"DJI","DJ",1983,348080,367726,663.583,1804.55828524499,0.946574351555234,"Africa"
"DMA","DM",1983,40304,72269,256.104,3543.76011844636,0.557694170391177,"America"
"DOM","DO",1983,7865600,6147213,16861.483,2742.94757640576,1.27953919930869,"America"
"ECU","EC",1983,19502600,8795873,35788.315,4068.76213424182,2.2172443826781,"America"
"EGY","EG",1983,56980500,47353665,69564.402,1469.03945027275,1.20329651358559,"Africa"
"SLV","SV",1983,1885400,4689680,11078.431,2362.29998635301,0.40203169512632,"America"
"GNQ","GQ",1983,62288,336744,403.227,1197.42890741929,0.184971372912361,"Africa"
"FJI","FJ",1983,708930,693593,2211.193,3188.02669577115,1.02211239156105,"Asia and Oceania"
"FIN","FI",1983,41463400,4855733,123111.958,25353.9389418652,8.53906094095371,"Europe"
"FRA","FR",1983,423247700,56020641,1363245.692,24334.7035604252,7.55520987344647,"Europe"
"PYF","PF",1983,421360,179042,2994.326,16724.1541090917,2.35341428268228,"Asia and Oceania"
"GAB","GA",1983,5508600,811098,7732.861,9533.81835487204,6.79153443850188,"Africa"
"GMB","GM",1983,161220,795563,550.17,691.547998084375,0.202648941692864,"Africa"
"GHA","GH",1983,3559600,12984131,9220.61,710.144560309812,0.274150037457262,"Africa"
"GRC","GR",1983,54789400,9636353,142401.398,14777.5198770738,5.68569872855426,"Europe"
"GRL","GL",1983,362740,51984,1414.617,27212.5461680517,6.9779162819329,"America"
"GRD","GD",1983,62288,98177,318.559,3244.741640099,0.634445949662345,"America"
"GTM","GT",1983,3159900,7512048,21455.137,2856.09689927434,0.420644277033374,"America"
"GIN","GN",1983,952640,5282274,2668.11,505.106323526572,0.180346570435384,"Africa"
"GNB","GW",1983,142900,872394,437.367,501.341137146748,0.163802135273741,"Africa"
"GUY","GY",1983,1245800,778372,1251.547,1607.90341893079,1.60052005981716,"America"
"HTI","HT",1983,886030,5997739,5835.304,972.917294333748,0.147727335250834,"America"
"HND","HN",1983,1976500,4137784,6716.511,1623.21450322201,0.477671139914505,"America"
"HKG","HK",1983,20912100,5252127,75765.002,14425.5845298486,3.98164400822752,"Asia and Oceania"
"HUN","HU",1983,88856200,10620934,85020.875,8005.02808886676,8.36613804397994,"Europe"
"ISL","IS",1983,1542500,237131,7178.087,30270.5550940198,6.50484331445488,"Europe"
"IND","IN",1983,352198800,745826546,325405.242,436.301501663096,0.472226152164876,"Asia and Oceania"
"IRN","IR",1983,149584900,44027986,184320.886,4186.44827405914,3.39749585638553,"Asia and Oceania"
"IRQ","IQ",1983,38465100,14903737,53659.884,3600.43148909565,2.58090303123304,"Asia and Oceania"
"IRL","IE",1983,25728700,3472903,59895.21,17246.4390741694,7.40841307689849,"Europe"
"ISR","IL",1983,23709000,3979093,78237.433,19662.127273728,5.9583930307736,"Asia and Oceania"
"ITA","IT",1983,358409100,56607516,1259560.617,22250.7664353264,6.33147548816662,"Europe"
"JAM","JM",1983,6444900,2232782,9409.989,4214.4683179997,2.88648869437321,"America"
"JPN","JP",1983,880909400,119793752,2518495.176,21023.5937513669,7.35355045895883,"Asia and Oceania"
"JOR","JO",1983,7299900,2514785,11722.843,4661.56868280986,2.90279288289058,"Asia and Oceania"
"KEN","KE",1983,4654700,18069461,20886.996,1155.9280047147,0.257600378893427,"Africa"
"KIR","KI",1983,21984,64121,99.855,1557.29012336052,0.342851795823521,"Asia and Oceania"
"KWT","KW",1983,21541200,1736028,34689.408,19982.0555889652,12.4083252113445,"Asia and Oceania"
"LAO","LA",1983,179540,3543861,1942.931,548.252597943317,0.050662257915872,"Asia and Oceania"
"LBN","LB",1983,6942200,3106990,13273.034,4271.99121979794,2.23438118564913,"Asia and Oceania"
"LBR","LR",1983,706520,2109151,1752.833,831.060933996665,0.334978387038197,"Africa"
"LBY","LY",1983,30146000,3423592,49649.698,14502.2239799602,8.80537166811933,"Africa"
